symbol,period,bucket,horizon,count,mean_return,median_return,stddev_return,fraction_toward_mean
EURGBP,holdout_2005_2015,moderate_negative,48h,11730,0.00012798,0.00008879,0.00698026,0.5048
EURGBP,holdout_2005_2015,moderate_negative,4h,11748,0.00003958,0.00006521,0.00193755,0.5197
EURGBP,holdout_2005_2015,moderate_positive,12h,11747,-0.00002821,-0.00004977,0.00344089,0.5076
EURGBP,holdout_2005_2015,moderate_positive,24h,11747,0.00006471,0.00001138,0.00507242,0.4975
EURGBP,holdout_2005_2015,moderate_positive,48h,11747,-0.00001347,-0.00008838,0.00721630,0.5070
EURGBP,holdout_2005_2015,moderate_positive,4h,11747,-0.00006132,-0.00008874,0.00210165,0.5275
EURGBP,holdout_2005_2015,neutral,12h,31995,0.00003726,0.00000000,0.00364396,0.4932
EURGBP,holdout_2005_2015,neutral,24h,31989,0.00002187,-0.00004448,0.00491791,0.4991
EURGBP,holdout_2005_2015,neutral,48h,31975,0.00006156,-0.00009693,0.00717423,0.5041
EURGBP,holdout_2005_2015,neutral,4h,31996,0.00003392,0.00000000,0.00193972,0.4924
EURUSD,holdout_2005_2015,extreme_negative,12h,4485,0.00004123,0.00006929,0.00406765,0.5090
EURUSD,holdout_2005_2015,extreme_negative,24h,4485,-0.00001834,0.00001583,0.00613557,0.5012
EURUSD,holdout_2005_2015,extreme_negative,48h,4483,0.00011360,0.00019235,0.00879799,0.5110
EURUSD,holdout_2005_2015,extreme_negative,4h,4487,0.00000653,0.00010306,0.00258523,0.5231
EURUSD,holdout_2005_2015,extreme_positive,12h,4486,-0.00000353,0.00002301,0.00433659,0.4960
EURUSD,holdout_2005_2015,extreme_positive,24h,4486,-0.00008974,-0.00006842,0.00615497,0.5078
EURUSD,holdout_2005_2015,extreme_positive,48h,4486,-0.00015301,-0.00000739,0.00854781,0.5002
EURUSD,holdout_2005_2015,extreme_positive,4h,4486,-0.00000486,-0.00010317,0.00277310,0.5247
EURUSD,holdout_2005_2015,moderate_negative,12h,12392,-0.00000884,0.00007969,0.00423289,0.5102
EURUSD,holdout_2005_2015,moderate_negative,24h,12390,0.00006663,0.00035698,0.00612460,0.5309
EURUSD,holdout_2005_2015,moderate_negative,48h,12380,0.00006006,0.00034281,0.00870712,0.5187
EURUSD,holdout_2005_2015,moderate_negative,4h,12394,-0.00001014,0.00004051,0.00247010,0.5116
EURUSD,holdout_2005_2015,moderate_positive,12h,12705,-0.00001328,-0.00006279,0.00426501,0.5096
EURUSD,holdout_2005_2015,moderate_positive,24h,12705,-0.00009778,-0.00011064,0.00607398,0.5081
EURUSD,holdout_2005_2015,moderate_positive,48h,12702,-0.00018035,0.00001857,0.00869609,0.4987
EURUSD,holdout_2005_2015,moderate_positive,4h,12705,-0.00001832,-0.00006531,0.00251315,0.5198
EURUSD,holdout_2005_2015,neutral,12h,30696,-0.00001651,0.00004794,0.00435180,0.5016
EURUSD,holdout_2005_2015,neutral,24h,30686,-0.00001227,0.00006569,0.00605241,0.5116
EURUSD,holdout_2005_2015,neutral,48h,30677,-0.00002044,0.00014575,0.00856244,0.5058
EURUSD,holdout_2005_2015,neutral,4h,30700,0.00000525,0.00000000,0.00238366,0.4993
GBPUSD,holdout_2005_2015,extreme_negative,12h,4650,0.00017573,0.00017655,0.00431756,0.5273
GBPUSD,holdout_2005_2015,extreme_negative,24h,4650,-0.00000445,0.00008588,0.00617104,0.5056
GBPUSD,holdout_2005_2015,extreme_negative,48h,4650,-0.00020632,-0.00005670,0.00894816,0.4959
GBPUSD,holdout_2005_2015,extreme_negative,4h,4650,0.00002315,0.00011612,0.00286199,0.5247
GBPUSD,holdout_2005_2015,extreme_positive,12h,4599,-0.00004472,0.00000636,0.00380887,0.4971
GBPUSD,holdout_2005_2015,extreme_positive,24h,4599,0.00001124,0.00012539,0.00556910,0.4868
GBPUSD,holdout_2005_2015,extreme_positive,48h,4595,-0.00006702,0.00005208,0.00804397,0.4964
GBPUSD,holdout_2005_2015,extreme_positive,4h,4602,-0.00004554,-0.00007453,0.00251788,0.5180
GBPUSD,holdout_2005_2015,moderate_negative,12h,12059,-0.00008898,0.00000000,0.00416050,0.4976
GBPUSD,holdout_2005_2015,moderate_negative,24h,12059,-0.00020942,-0.00008129,0.00605117,0.4908
GBPUSD,holdout_2005_2015,moderate_negative,48h,12052,-0.00032830,-0.00004930,0.00874544,0.4969
GBPUSD,holdout_2005_2015,moderate_negative,4h,12059,-0.00001742,0.00005332,0.00255185,0.5135
GBPUSD,holdout_2005_2015,moderate_positive,12h,12230,-0.00000941,0.00001125,0.00396722,0.4935
GBPUSD,holdout_2005_2015,moderate_positive,24h,12224,-0.00002317,-0.00003206,0.00555387,0.5021
GBPUSD,holdout_2005_2015,moderate_positive,48h,12218,-0.00009920,0.00005290,0.00810747,0.4970
GBPUSD,holdout_2005_2015,moderate_positive,4h,12233,-0.00003447,-0.00006275,0.00236352,0.5180
GBPUSD,holdout_2005_2015,neutral,12h,31024,-0.00003981,0.00000000,0.00428221,0.5005
GBPUSD,holdout_2005_2015,neutral,24h,31018,-0.00002845,-0.00002451,0.00593067,0.4963
GBPUSD,holdout_2005_2015,neutral,48h,31011,-0.00002206,0.00010745,0.00848209,0.4946
GBPUSD,holdout_2005_2015,neutral,4h,31026,0.00000508,0.00000000,0.00234538,0.4907
NZDUSD,holdout_2005_2015,extreme_negative,12h,3934,-0.00020454,-0.00010430,0.00631738,0.4878
NZDUSD,holdout_2005_2015,extreme_negative,24h,3934,-0.00028005,-0.00015099,0.00951288,0.4875
NZDUSD,holdout_2005_2015,extreme_negative,48h,3933,-0.00037357,0.00012778,0.01316933,0.5034
NZDUSD,holdout_2005_2015,extreme_negative,4h,3935,0.00000604,0.00015630,0.00418422,0.5243
NZDUSD,holdout_2005_2015,extreme_positive,12h,4082,-0.00025163,-0.00006301,0.00545675,0.5037
NZDUSD,holdout_2005_2015,extreme_positive,24h,4082,-0.00008613,0.00013459,0.00803363,0.4900
NZDUSD,holdout_2005_2015,extreme_positive,48h,4079,0.00012454,0.00074373,0.01161805,0.4719
NZDUSD,holdout_2005_2015,extreme_positive,4h,4082,-0.00022392,-0.00018747,0.00339491,0.5245
NZDUSD,holdout_2005_2015,moderate_negative,12h,12576,-0.00003959,0.00014649,0.00654237,0.5104
NZDUSD,holdout_2005_2015,moderate_negative,24h,12576,0.00000106,0.00030402,0.00926927,0.5152
NZDUSD,holdout_2005_2015,moderate_negative,48h,12574,-0.00008886,0.00056426,0.01308522,0.5227
NZDUSD,holdout_2005_2015,moderate_negative,4h,12578,0.00002817,0.00011910,0.00380586,0.5136
NZDUSD,holdout_2005_2015,moderate_positive,12h,13944,0.00012130,0.00014555,0.00581858,0.4795
NZDUSD,holdout_2005_2015,moderate_positive,24h,13942,0.00021072,0.00038996,0.00819465,0.4745
NZDUSD,holdout_2005_2015,moderate_positive,48h,13935,0.00040693,0.00106536,0.01185769,0.4581
NZDUSD,holdout_2005_2015,moderate_positive,4h,13944,0.00001821,0.00000000,0.00342598,0.4969
NZDUSD,holdout_2005_2015,neutral,12h,30012,0.00009805,0.00018741,0.00613980,0.4905
NZDUSD,holdout_2005_2015,neutral,24h,30002,0.00010588,0.00043152,0.00864527,0.4966
NZDUSD,holdout_2005_2015,neutral,48h,29991,0.00020362,0.00084555,0.01220506,0.4953
NZDUSD,holdout_2005_2015,neutral,4h,30017,0.00003505,0.00000000,0.00355143,0.4900
USDCAD,holdout_2005_2015,extreme_negative,12h,4385,0.00026997,0.00018693,0.00400251,0.5211
USDCAD,holdout_2005_2015,extreme_negative,24h,4385,0.00018278,0.00008539,0.00570784,0.5063
USDCAD,holdout_2005_2015,extreme_negative,48h,4381,0.00025458,-0.00008505,0.00810793,0.4951
USDCAD,holdout_2005_2015,extreme_negative,4h,4387,0.00017195,0.00011481,0.00286327,0.5213
USDCAD,holdout_2005_2015,extreme_positive,12h,4458,0.00003730,-0.00006550,0.00443739,0.5056
USDCAD,holdout_2005_2015,extreme_positive,24h,4458,0.00020231,-0.00003003,0.00646869,0.5031
USDCAD,holdout_2005_2015,extreme_positive,48h,4457,0.00011833,-0.00023764,0.00883724,0.5102
USDCAD,holdout_2005_2015,extreme_positive,4h,4458,-0.00005550,-0.00009512,0.00310079,0.5193
USDCAD,holdout_2005_2015,moderate_negative,12h,12460,0.00005971,0.00010087,0.00411136,0.5154
USDCAD,holdout_2005_2015,moderate_negative,24h,12456,0.00005896,0.00001827,0.00601843,0.5006
USDCAD,holdout_2005_2015,moderate_negative,48h,12450,0.00004096,-0.00007776,0.00834028,0.4948
USDCAD,holdout_2005_2015,moderate_negative,4h,12463,0.00006171,0.00008631,0.00254110,0.5204
USDCAD,holdout_2005_2015,moderate_positive,12h,11918,-0.00007225,-0.00014282,0.00433361,0.5172
USDCAD,holdout_2005_2015,moderate_positive,24h,11918,-0.00009956,-0.00026845,0.00628567,0.5217
USDCAD,holdout_2005_2015,moderate_positive,48h,11910,-0.00009570,-0.00054876,0.00885897,0.5343
USDCAD,holdout_2005_2015,moderate_positive,4h,11918,-0.00008649,-0.00010131,0.00262926,0.5247
USDCAD,holdout_2005_2015,neutral,12h,31218,-0.00003747,-0.00007830,0.00442039,0.4945
USDCAD,holdout_2005_2015,neutral,24h,31210,-0.00003559,-0.00017063,0.00609240,0.5035
USDCAD,holdout_2005_2015,neutral,48h,31205,-0.00002579,-0.00035625,0.00860046,0.5014
USDCAD,holdout_2005_2015,neutral,4h,31221,-0.00000684,0.00000000,0.00240619,0.4902
USDCHF,holdout_2005_2015,extreme_negative,12h,4463,-0.00020329,-0.00002418,0.00477539,0.4923
USDCHF,holdout_2005_2015,extreme_negative,24h,4463,-0.00013297,-0.00003776,0.00700706,0.4950
USDCHF,holdout_2005_2015,extreme_negative,48h,4463,-0.00016624,0.00011662,0.00996146,0.5050
USDCHF,holdout_2005_2015,extreme_negative,4h,4463,-0.00005582,0.00009837,0.00311309,0.5171
USDCHF,holdout_2005_2015,extreme_positive,12h,4562,-0.00010224,-0.00020187,0.00475557,0.5263
USDCHF,holdout_2005_2015,extreme_positive,24h,4562,-0.00011498,-0.00017950,0.00645252,0.5178
USDCHF,holdout_2005_2015,extreme_positive,48h,4561,-0.00010631,-0.00007668,0.00965156,0.5041
USDCHF,holdout_2005_2015,extreme_positive,4h,4564,0.00004036,-0.00008094,0.00337063,0.5149
USDCHF,holdout_2005_2015,moderate_negative,12h,12123,0.00002755,0.00015226,0.00493009,0.5141
USDCHF,holdout_2005_2015,moderate_negative,24h,12122,0.00008681,0.00024539,0.00721796,0.5171
USDCHF,holdout_2005_2015,moderate_negative,48h,12117,0.00006083,0.00029287,0.00984012,0.5141
USDCHF,holdout_2005_2015,moderate_negative,4h,12123,0.00003666,0.00011316,0.00284675,0.5256
USDCHF,holdout_2005_2015,moderate_positive,12h,12023,-0.00019705,-0.00021764,0.00424372,0.5281
USDCHF,holdout_2005_2015,moderate_positive,24h,12021,-0.00029678,-0.00031437,0.00615028,0.5250
USDCHF,holdout_2005_2015,moderate_positive,48h,12010,-0.00026964,-0.00003044,0.00877675,0.5008
USDCHF,holdout_2005_2015,moderate_positive,4h,12027,-0.00010387,-0.00011636,0.00257698,0.5311
USDCHF,holdout_2005_2015,neutral,12h,31516,0.00007559,0.00001109,0.00484196,0.5078
USDCHF,holdout_2005_2015,neutral,24h,31507,0.00004833,0.00007925,0.00670524,0.5125
USDCHF,holdout_2005_2015,neutral,48h,31500,-0.00002966,0.00004194,0.00944695,0.5085
USDCHF,holdout_2005_2015,neutral,4h,31518,0.00001704,0.00000000,0.00255444,0.4986
USDJPY,holdout_2005_2015,extreme_negative,12h,4072,0.00011360,0.00025804,0.00484074,0.5334
USDJPY,holdout_2005_2015,extreme_negative,24h,4072,0.00021148,0.00034590,0.00696759,0.5297
USDJPY,holdout_2005_2015,extreme_negative,48h,4067,0.00032085,0.00056060,0.00975012,0.5296
USDJPY,holdout_2005_2015,extreme_negative,4h,4072,0.00018345,0.00028492,0.00328213,0.5565
USDJPY,holdout_2005_2015,extreme_positive,12h,4243,0.00003460,-0.00004507,0.00419612,0.5074
USDJPY,holdout_2005_2015,extreme_positive,24h,4243,0.00003743,0.00002476,0.00581578,0.4975
USDJPY,holdout_2005_2015,extreme_positive,48h,4243,0.00013978,0.00012691,0.00846068,0.4926
USDJPY,holdout_2005_2015,extreme_positive,4h,4243,0.00006052,-0.00001819,0.00280746,0.5027
USDJPY,holdout_2005_2015,moderate_negative,12h,12199,-0.00021072,0.00001957,0.00488973,0.5018
USDJPY,holdout_2005_2015,moderate_negative,24h,12198,-0.00014176,0.00012041,0.00687666,0.5116
USDJPY,holdout_2005_2015,moderate_negative,48h,12190,-0.00010507,0.00018768,0.00968802,0.5091
USDJPY,holdout_2005_2015,moderate_negative,4h,12200,-0.00001117,0.00009354,0.00282833,0.5207
USDJPY,holdout_2005_2015,moderate_positive,12h,13291,0.00019518,0.00013168,0.00408991,0.4814
USDJPY,holdout_2005_2015,moderate_positive,24h,13289,0.00016760,0.00008894,0.00590324,0.4916
USDJPY,holdout_2005_2015,moderate_positive,48h,13285,0.00011356,0.00021290,0.00838391,0.4863
USDJPY,holdout_2005_2015,moderate_positive,4h,13293,0.00005363,-0.00002933,0.00249776,0.5044
USDJPY,holdout_2005_2015,neutral,12h,30959,0.00005981,0.00004222,0.00454841,0.4856
USDJPY,holdout_2005_2015,neutral,24h,30950,0.00011086,0.00017275,0.00647974,0.4929
USDJPY,holdout_2005_2015,neutral,48h,30943,0.00024067,0.00027605,0.00891659,0.4973
USDJPY,holdout_2005_2015,neutral,4h,30964,-0.00002368,0.00000000,0.00258460,0.4737
